id_establecimiento,provincia,canton,parroquia,tipo_establecimiento,institucion,sector,provincia_norm,canton_norm,parroquia_norm,codigo_dpa
824,PICHINCHA,QUITO,SOLANDA,Consultorio General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SOLANDA,7255.0
825,PICHINCHA,QUITO,PUEMBO,Consultorio de Especialidad,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,PUEMBO,2985.0
826,ESMERALDAS,ESMERALDAS,ESMERALDAS,Dispensario Médico (Policlínico),Universidades y Politécticas,Privados sin fines de lucro,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
827,ESMERALDAS,ESMERALDAS,VUELTA LARGA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,ESMERALDAS,ESMERALDAS,VUELTA,4240.0
828,ESMERALDAS,ESMERALDAS,VUELTA LARGA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,ESMERALDAS,ESMERALDAS,VUELTA,4240.0
829,ESMERALDAS,ESMERALDAS,ESMERALDAS,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
830,IMBABURA,IBARRA,AMBUQUÍ,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,IMBABURA,IBARRA,AMBUQUI,100.0
831,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,IMBABURA,IBARRA,SAN,3315.0
831,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,IMBABURA,IBARRA,SAN,5960.0
833,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,IMBABURA,IBARRA,SAN,3315.0
833,IMBABURA,IBARRA,SAN MIGUEL DE IBARRA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,IMBABURA,IBARRA,SAN,5960.0
834,PICHINCHA,QUITO,ITCHIMBIA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,ITCHIMBIA,7175.0
835,PICHINCHA,QUITO,MARISCAL SUCRE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,MARISCAL,7215.0
836,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
837,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
838,PICHINCHA,QUITO,SAN JUAN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,3325.0
838,PICHINCHA,QUITO,SAN JUAN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,3475.0
838,PICHINCHA,QUITO,SAN JUAN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7245.0
838,PICHINCHA,QUITO,SAN JUAN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7250.0
838,PICHINCHA,QUITO,SAN JUAN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7240.0
839,PICHINCHA,QUITO,CARCELÉN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,CARCELEN,7135.0
840,PICHINCHA,QUITO,MARISCAL SUCRE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,MARISCAL,7215.0
841,PICHINCHA,QUITO,MARISCAL SUCRE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,MARISCAL,7215.0
842,PICHINCHA,QUITO,MARISCAL SUCRE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,MARISCAL,7215.0
843,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
844,PICHINCHA,QUITO,SOLANDA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SOLANDA,7255.0
845,PICHINCHA,QUITO,ITCHIMBIA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,ITCHIMBIA,7175.0
846,PICHINCHA,QUITO,MARISCAL SUCRE,Dispensario Médico (Policlínico),Universidades y Politécticas,Privados sin fines de lucro,PICHINCHA,QUITO,MARISCAL,7215.0
847,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
848,PICHINCHA,QUITO,CHILLOGALLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,CHILLOGALLO,5260.0
849,PICHINCHA,QUITO,TURUBAMBA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,TURUBAMBA,7260.0
850,PICHINCHA,QUITO,LA ARGELIA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,ARGELIA,7190.0
851,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
852,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
853,PICHINCHA,QUITO,RUMIPAMBA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,RUMIPAMBA,7235.0
854,PICHINCHA,QUITO,SAN JUAN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,3325.0
854,PICHINCHA,QUITO,SAN JUAN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,3475.0
854,PICHINCHA,QUITO,SAN JUAN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7245.0
854,PICHINCHA,QUITO,SAN JUAN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7250.0
854,PICHINCHA,QUITO,SAN JUAN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7240.0
855,PICHINCHA,QUITO,CHILIBULO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,CHILIBULO,7155.0
856,PICHINCHA,QUITO,ITCHIMBIA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,ITCHIMBIA,7175.0
857,PICHINCHA,QUITO,RUMIPAMBA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,RUMIPAMBA,7235.0
858,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
859,PICHINCHA,QUITO,MARISCAL SUCRE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,MARISCAL,7215.0
860,PICHINCHA,QUITO,ITCHIMBIA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,ITCHIMBIA,7175.0
861,PICHINCHA,QUITO,PONCEANO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,PONCEANO,7220.0
862,PICHINCHA,QUITO,CHIMBACALLE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,CHIMBACALLE,5015.0
863,PICHINCHA,QUITO,MARISCAL SUCRE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,MARISCAL,7215.0
864,PICHINCHA,QUITO,MARISCAL SUCRE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,MARISCAL,7215.0
865,PICHINCHA,QUITO,SAN ANTONIO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,3325.0
865,PICHINCHA,QUITO,SAN ANTONIO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,3475.0
865,PICHINCHA,QUITO,SAN ANTONIO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7245.0
865,PICHINCHA,QUITO,SAN ANTONIO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7250.0
865,PICHINCHA,QUITO,SAN ANTONIO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7240.0
866,PICHINCHA,QUITO,SAN BARTOLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,3325.0
866,PICHINCHA,QUITO,SAN BARTOLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,3475.0
866,PICHINCHA,QUITO,SAN BARTOLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7245.0
866,PICHINCHA,QUITO,SAN BARTOLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7250.0
866,PICHINCHA,QUITO,SAN BARTOLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7240.0
867,PICHINCHA,QUITO,MARISCAL SUCRE,Dispensario Médico (Policlínico),Universidades y Politécticas,Privados sin fines de lucro,PICHINCHA,QUITO,MARISCAL,7215.0
868,PICHINCHA,QUITO,BELISARIO QUEVEDO,Dispensario Médico (Policlínico),Universidades y Politécticas,Privados sin fines de lucro,PICHINCHA,QUITO,BELISARIO,7130.0
869,PICHINCHA,QUITO,GUAMANÍ,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,GUAMANI,7165.0
870,PICHINCHA,QUITO,KENNEDY,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,KENNEDY,7185.0
871,PICHINCHA,QUITO,SOLANDA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SOLANDA,7255.0
872,PICHINCHA,QUITO,QUITUMBE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,QUITUMBE,7230.0
873,PICHINCHA,QUITO,KENNEDY,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,KENNEDY,7185.0
874,PICHINCHA,QUITO,MARISCAL SUCRE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,MARISCAL,7215.0
875,PICHINCHA,QUITO,LA ARGELIA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,ARGELIA,7190.0
876,PICHINCHA,QUITO,LA ARGELIA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,ARGELIA,7190.0
877,PICHINCHA,QUITO,LA CONCEPCIÓN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,CONCEPCION,7195.0
878,PICHINCHA,QUITO,CONOCOTO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,CONOCOTO,625.0
879,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
880,PICHINCHA,QUITO,ITCHIMBIA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,ITCHIMBIA,7175.0
881,PICHINCHA,QUITO,IÑAQUITO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,INAQUITO,7170.0
882,PICHINCHA,QUITO,SAN BARTOLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,3325.0
882,PICHINCHA,QUITO,SAN BARTOLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,3475.0
882,PICHINCHA,QUITO,SAN BARTOLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7245.0
882,PICHINCHA,QUITO,SAN BARTOLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7250.0
882,PICHINCHA,QUITO,SAN BARTOLO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SAN,7240.0
883,PICHINCHA,QUITO,KENNEDY,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,KENNEDY,7185.0
884,PICHINCHA,QUITO,QUITUMBE,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,QUITUMBE,7230.0
885,PICHINCHA,QUITO,TURUBAMBA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,TURUBAMBA,7260.0
886,PICHINCHA,QUITO,BELISARIO QUEVEDO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,BELISARIO,7130.0
887,PICHINCHA,QUITO,KENNEDY,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,KENNEDY,7185.0
888,PICHINCHA,QUITO,BELISARIO QUEVEDO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,BELISARIO,7130.0
889,PICHINCHA,QUITO,PONCEANO,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,PONCEANO,7220.0
890,PICHINCHA,QUITO,AMAGUAÑA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,AMAGUANA,80.0
891,PICHINCHA,QUITO,LA CONCEPCIÓN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,CONCEPCION,7195.0
892,PICHINCHA,QUITO,LA ARGELIA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,ARGELIA,7190.0
893,SUCUMBÍOS,LAGO AGRIO,NUEVA LOJA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,SUCUMBIOS,LAGO,NUEVA,5710.0
894,SUCUMBÍOS,SHUSHUFINDI,SAN ROQUE (CAB EN SAN VICENTE),Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,SUCUMBIOS,SHUSHUFINDI,SAN,3645.0
894,SUCUMBÍOS,SHUSHUFINDI,SAN ROQUE (CAB EN SAN VICENTE),Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,SUCUMBIOS,SHUSHUFINDI,SAN,600.0
895,PICHINCHA,QUITO,MARISCAL SUCRE,Consultorio General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,MARISCAL,7215.0
896,PICHINCHA,QUITO,IÑAQUITO,Consultorio General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,INAQUITO,7170.0
897,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Consultorio de Especialidad,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,CALDERON,440.0
898,PICHINCHA,QUITO,TUMBACO,Centro de Especialidades,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,TUMBACO,4085.0
899,IMBABURA,OTAVALO,JORDÁN,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,IMBABURA,OTAVALO,JORDAN,5490.0
900,PICHINCHA,QUITO,LA MAGDALENA,Consultorio General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,MAGDALENA,5540.0
901,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Centro Clínico-Quirúrgico (Hospital del Día),Consejos Provinciales,Sector público,PICHINCHA,QUITO,CALDERON,440.0
902,PICHINCHA,QUITO,AMAGUAÑA,Centro de Salud A,Ministerio de Defensa Nacional,Sector público,PICHINCHA,QUITO,AMAGUANA,80.0
903,PICHINCHA,QUITO,COTOCOLLAO,Otras Clínicas Especializadas,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,COTOCOLLAO,5220.0
904,PICHINCHA,QUITO,TURUBAMBA,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,TURUBAMBA,7260.0
905,PICHINCHA,QUITO,SOLANDA,Consultorio de Especialidad,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SOLANDA,7255.0
906,ESMERALDAS,ESMERALDAS,ESMERALDAS,Centro de Salud B,Consejos Provinciales,Sector público,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
907,PICHINCHA,QUITO,LA FERROVIARIA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,FERROVIARIA,7205.0
908,PICHINCHA,QUITO,RUMIPAMBA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,RUMIPAMBA,7235.0
909,PICHINCHA,QUITO,SOLANDA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,SOLANDA,7255.0
910,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centros Especializados,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,SAN,3325.0
910,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centros Especializados,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,SAN,3475.0
910,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centros Especializados,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,SAN,7245.0
910,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centros Especializados,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,SAN,7250.0
910,PICHINCHA,QUITO,SAN ISIDRO DEL INCA,Centros Especializados,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,SAN,7240.0
911,PICHINCHA,QUITO,CALDERÓN (CARAPUNGO),Consultorio de Especialidad,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,CALDERON,440.0
912,PICHINCHA,QUITO,LA ARGELIA,Consultorio General,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,ARGELIA,7190.0
913,PICHINCHA,QUITO,KENNEDY,Consultorio de Especialidad,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,KENNEDY,7185.0
914,PICHINCHA,QUITO,COTOCOLLAO,Otros Establecimientos Sin Internación,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,COTOCOLLAO,5220.0
915,PICHINCHA,QUITO,LA MAGDALENA,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,MAGDALENA,5540.0
916,PICHINCHA,QUITO,LA MENA,Consultorio de Especialidad,Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,MENA,7210.0
917,PICHINCHA,QUITO,IÑAQUITO,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,INAQUITO,7170.0
918,PICHINCHA,QUITO,RUMIPAMBA,Clinica General( Sin Especialidad),Privados sin Fines de Lucro,Privados sin fines de lucro,PICHINCHA,QUITO,RUMIPAMBA,7235.0
919,PICHINCHA,QUITO,CONOCOTO,Otros Establecimientos Sin Internación,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,CONOCOTO,625.0
920,PICHINCHA,QUITO,COTOCOLLAO,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,COTOCOLLAO,5220.0
921,PICHINCHA,QUITO,KENNEDY,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,KENNEDY,7185.0
922,PICHINCHA,QUITO,RUMIPAMBA,Dispensario Médico (Policlínico),Anexos al Sesuro Social,Sector público,PICHINCHA,QUITO,RUMIPAMBA,7235.0
923,PICHINCHA,QUITO,SAN BARTOLO,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3325.0
923,PICHINCHA,QUITO,SAN BARTOLO,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,3475.0
923,PICHINCHA,QUITO,SAN BARTOLO,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7245.0
923,PICHINCHA,QUITO,SAN BARTOLO,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7250.0
923,PICHINCHA,QUITO,SAN BARTOLO,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,SAN,7240.0
924,ESMERALDAS,QUININDE,LA UNIÓN,Consultorio General,Privados con Fines de Lucro,Privados con fines de lucro,ESMERALDAS,QUININDE,UNION,1530.0
926,PICHINCHA,QUITO,COTOCOLLAO,Consultorio General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,COTOCOLLAO,5220.0
927,PICHINCHA,QUITO,KENNEDY,Clinica General( Sin Especialidad),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,KENNEDY,7185.0
928,PICHINCHA,QUITO,CONOCOTO,Dispensario Médico (Policlínico),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,CONOCOTO,625.0
929,ESMERALDAS,ESMERALDAS,ESMERALDAS,Consultorio General,Privados con Fines de Lucro,Privados con fines de lucro,ESMERALDAS,ESMERALDAS,ESMERALDAS,5335.0
930,PICHINCHA,QUITO,MARISCAL SUCRE,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,MARISCAL,7215.0
931,PICHINCHA,QUITO,IÑAQUITO,Traumatología,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,INAQUITO,7170.0
932,PICHINCHA,QUITO,LA MENA,Consultorio General,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,MENA,7210.0
933,ESMERALDAS,QUININDE,ROSA ZÁRATE (QUININDÉ),Consultorio General,Privados con Fines de Lucro,Privados con fines de lucro,ESMERALDAS,QUININDE,ROSA,5895.0
934,PICHINCHA,QUITO,TURUBAMBA,Otros Establecimientos Sin Internación,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,TURUBAMBA,7260.0
935,PICHINCHA,QUITO,BELISARIO QUEVEDO,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,BELISARIO,7130.0
936,PICHINCHA,QUITO,JIPIJAPA,Psiquiatría,Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,JIPIJAPA,7180.0
937,PICHINCHA,QUITO,RUMIPAMBA,Centro Clínico-Quirúrgico (Hospital del Día),Privados con Fines de Lucro,Privados con fines de lucro,PICHINCHA,QUITO,RUMIPAMBA,7235.0
939,PICHINCHA,QUITO,CENTRO HISTÓRICO,Centro de Salud A,Municipios,Sector público,PICHINCHA,QUITO,CENTRO,7140.0
940,GUAYAS,GUAYAQUIL,TARQUI,Consultorio General,Privados sin Fines de Lucro,Privados sin fines de lucro,GUAYAS,GUAYAQUIL,TARQUI,6150.0
941,GUAYAS,GUAYAQUIL,TARQUI,Hospital General,Ministerio de Defensa Nacional,Sector público,GUAYAS,GUAYAQUIL,TARQUI,6150.0
942,GUAYAS,GUAYAQUIL,XIMENA,Hospital General,Ministerio de Defensa Nacional,Sector público,GUAYAS,GUAYAQUIL,XIMENA,6265.0
943,GUAYAS,GUAYAQUIL,TARQUI,Hospital General,Otros Públicos,Sector público,GUAYAS,GUAYAQUIL,TARQUI,6150.0
944,GUAYAS,GUAYAQUIL,TARQUI,Pediátrico,Junta Beneficiencia de Guayaquil,Privados sin fines de lucro,GUAYAS,GUAYAQUIL,TARQUI,6150.0
945,GUAYAS,GUAYAQUIL,TARQUI,Hospital General,Junta Beneficiencia de Guayaquil,Privados sin fines de lucro,GUAYAS,GUAYAQUIL,TARQUI,6150.0
946,GUAYAS,GUAYAQUIL,XIMENA,Hospital General,Privados sin Fines de Lucro,Privados sin fines de lucro,GUAYAS,GUAYAQUIL,XIMENA,6265.0
947,GUAYAS,GUAYAQUIL,TARQUI,Oncológico,Sociedad de Lucha contra el Cáncer,Privados sin fines de lucro,GUAYAS,GUAYAQUIL,TARQUI,6150.0
948,LOS RÍOS,PALENQUE,PALENQUE,Centro de Especialidades,Privados sin Fines de Lucro,Privados sin fines de lucro,LOS,PALENQUE,PALENQUE,6330.0
